config,pitchAngle,yawAngle,ironcub-cd,ironcub-cl,ironcub-cs,head-cd,head-cl,head-cs,torso-cd,torso-cl,torso-cs,left-back-turbine-cd,left-back-turbine-cl,left-back-turbine-cs,right-back-turbine-cd,right-back-turbine-cl,right-back-turbine-cs,left-arm-cd,left-arm-cl,left-arm-cs,left-arm-turbine-cd,left-arm-turbine-cl,left-arm-turbine-cs,right-arm-cd,right-arm-cl,right-arm-cs,right-arm-turbine-cd,right-arm-turbine-cl,right-arm-turbine-cs,root-link-cd,root-link-cl,root-link-cs,left-leg-upper-cd,left-leg-upper-cl,left-leg-upper-cs,left-leg-lower-cd,left-leg-lower-cl,left-leg-lower-cs,right-leg-upper-cd,right-leg-upper-cl,right-leg-upper-cs,right-leg-lower-cd,right-leg-lower-cl,right-leg-lower-cs
hovering,0,20,0.10855457,-0.0036079658,-0.029613849,0.012714406,-0.0062745312,-0.0074110505,0.033414259,-0.0042695397,0.0065235405,0.0056715569,-0.00037489156,-0.0084446296,0.011652321,-0.00028592911,0.0030589347,0.0018323048,0.0024487984,-0.00090710971,0.0049524933,0.0013226957,-0.001953078,0.0079955693,0.0032682117,-0.0041642846,0.0087243189,0.00028742694,-0.0025824462,-0.0010224955,0.0013016362,-0.0013443694,0.0010843901,-0.00048495414,-0.0013480494,0.004679825,-0.00074551619,-0.0012621305,0.002571741,-0.0016532733,-0.0016160099,0.014283879,0.0018519005,-0.0081631665
hovering,10,20,0.12819978,0.019878503,-0.03732264,0.010869923,-0.0033321834,-0.0092963468,0.041611447,0.0025552886,0.0023888726,0.0067724007,-0.0012986424,-0.0089938383,0.011660192,0.0034055236,0.004599182,0.0039477952,0.0038551605,-0.0017871419,0.0085740819,0.0038469745,-0.004155621,0.008696724,0.0030015005,-0.0038101622,0.010390526,0.0017594879,-0.0027945771,0.00038243571,0.0033002588,-0.0012782578,0.0010636774,0.00054611996,-0.0011685579,0.0069794706,5.8546255E-05,-0.00055676207,0.002386257,0.00061519563,-0.0020376754,0.014864846,0.0015652723,-0.0084317541
hovering,20,20,0.14594461,0.045533173,-0.041562599,0.011017106,0.0016406763,-0.0084745228,0.043866796,0.0080923662,0.0017121773,0.0079293434,0.0017769361,-0.010133188,0.011750855,0.0071991575,0.0070851116,0.005325765,0.0050868364,-0.0048843562,0.010619422,0.0041918761,-0.0046259071,0.0088926561,0.0016150581,-0.0031443943,0.011874829,0.00078591645,-0.0035497713,0.0035117961,0.0082811672,-0.00095048574,0.0027052244,0.0028376716,-0.00084235679,0.0089256654,0.00030288494,-0.0011510065,0.0045931854,0.0020072335,-0.0032858073,0.014931973,0.0017153925,-0.0093180916
hovering,30,20,0.17036058,0.068781826,-0.026288129,0.007361201,0.0045425019,-0.00908709,0.047472939,0.011662073,0.0040760241,0.0093647506,0.0046262071,-0.0095037486,0.012170656,0.010233053,0.0098956579,0.0071441584,0.0051543993,-0.0052905199,0.012734593,0.0037128814,-0.004177594,0.0097504256,0.00060374311,-0.0026452155,0.012855062,0.0013644051,-0.0025481839,0.0092604914,0.01094184,0.0012747322,0.0042849159,0.0038229882,-0.0017226539,0.009471996,0.0014618651,-0.0014367385,0.0087667215,0.0089412179,0.001961275,0.019722673,0.0017146503,-0.0070840741
hovering,40,20,0.19863549,0.079115957,-0.0208708,0.0090281506,0.0081063457,-0.010295903,0.04816151,0.01175187,0.0041380713,0.0086305635,0.0064836833,-0.0049580379,0.014337609,0.013478872,0.016018033,0.0080482258,0.0049345597,-0.0045207093,0.014237765,0.0036134851,-0.0046695234,0.011027285,-5.3139454E-05,-0.0018290587,0.013999976,-0.00014879946,-0.0030432677,0.015920145,0.009419432,0.0025517456,0.0057139348,0.004761955,-0.0045932389,0.011013422,0.001399604,-0.0044242655,0.013961287,0.013377789,0.0057698359,0.024555612,0.0019902995,-0.011014482
hovering,50,20,0.22603818,0.081309277,-0.012321903,0.012684723,0.010540925,-0.010280853,0.050652213,0.016702143,0.0026861832,0.011679014,0.0063345088,-0.0065402446,0.016189757,0.013703281,0.015788927,0.0099568199,0.0048444571,-0.0036038016,0.016037169,0.0022802102,-0.005682978,0.010817635,-0.00030598185,0.00090424864,0.013592579,-0.00094758656,0.00037382767,0.019908233,0.009063793,0.0026779752,0.0069060248,0.0050111574,-0.0021497032,0.012846792,0.0010413799,-0.0044060521,0.018612735,0.012860863,0.0070822258,0.026154484,0.00018012716,-0.0091716582
hovering,60,20,0.25562896,0.071038008,-0.0065189391,0.015924935,0.01271164,-0.010765631,0.049282476,0.018604447,0.0034983439,0.010950478,0.0045970044,-0.0041666774,0.020550573,0.014707521,0.019818432,0.0097897877,0.0033701145,-0.0049730951,0.017309208,-0.00098659519,-0.0069040417,0.010208593,-0.00043209975,0.0035263236,0.012285919,-0.0018999015,0.0032321068,0.028303199,0.011890605,0.00041831113,0.016932797,0.0076350697,0.0036807986,0.016976052,0.0013657996,-0.0050019791,0.021105162,0.0066604389,-3.0574381E-05,0.026009779,-0.0071860353,-0.0088512563
hovering,70,20,0.2598617,0.053420718,-0.0065659894,0.018795026,0.013249216,-0.0080834723,0.045185097,0.021813404,-0.00037081109,0.0090567921,0.0021918031,-0.003700063,0.021092446,0.011910188,0.019960544,0.0098613269,0.0030334665,-0.0048884114,0.01646863,-0.0023148792,-0.0082234438,0.0089895681,-0.00089836248,0.0057742896,0.011280097,-0.0027849617,0.0034719669,0.032679143,0.0068429693,0.0028034459,0.016984782,0.0065449846,-0.0010461867,0.018759297,-0.0044215171,-0.0090884834,0.023913992,0.0068253945,0.004350179,0.0267955,-0.0085709876,-0.0075255433
hovering,80,20,0.26055229,0.025125834,-0.010268901,0.020368034,0.012894783,-0.0047964464,0.043356682,0.018984982,5.2458486E-05,0.0056929511,0.00221103,-0.0036839439,0.020145555,0.0061182257,0.016788112,0.010280835,-3.2720779E-05,-0.0014343596,0.01644529,-0.0050532308,-0.0077413655,0.0081228773,-0.0018011317,0.0070455017,0.010063346,-0.0035495292,0.0018000575,0.036261857,0.0041742237,0.00075093854,0.017606725,0.0043759824,-0.0015903168,0.020570719,-0.006183336,-0.0089399049,0.023795506,0.0032198774,0.0012535868,0.027841916,-0.010233321,-0.0097732186
hovering,90,20,0.25320373,0.0021683986,-0.0079327756,0.018459284,0.011120996,0.0014185104,0.041782881,0.014959983,0.0014263897,0.0031350677,-0.0012817356,-0.0019430595,0.01862649,0.0032743198,0.017195432,0.0095648944,-0.0015551068,-0.00095642907,0.015319629,-0.0046310608,-0.010998322,0.0070220212,-0.0023339197,0.0058969544,0.0091160669,-0.0032138452,0.0007417679,0.037911447,0.0006914082,0.0031478251,0.018436766,0.0022379242,-0.0022909446,0.022397861,-0.0059936163,-0.012535246,0.023075355,-0.00038063011,0.00086785317,0.028355964,-0.010726318,-0.0099035081
hovering,100,20,0.23959248,-0.016631363,-0.010670192,0.014349892,0.01013134,0.0025585778,0.038961338,0.0080007198,0.0039728936,0.0047533201,-0.0029232182,-0.0027307159,0.0171187,0.00088134688,0.016145778,0.0092137568,-0.0027255023,-0.00072549327,0.014426993,-0.0041046207,-0.011795207,0.0055796728,-0.0025715563,0.005484836,0.0072914845,-0.0025461296,0.0007156326,0.036489092,-0.0032029657,0.0059278099,0.017281345,0.00041506059,-0.0063648385,0.023740482,-0.0047304044,-0.015297005,0.02190665,-0.0031234011,0.0015983985,0.028479753,-0.010132033,-0.010160859
hovering,110,20,0.22119227,-0.031135259,-0.023705326,0.0089789917,0.0085288845,0.0031784194,0.037062094,0.0035801151,-0.0020651767,0.0063347405,-0.0025492901,-0.0065804765,0.015748235,-0.0019844342,0.013112423,0.0082187636,-0.0028309049,-0.00056041942,0.013878475,-0.0024069044,-0.011662107,0.0038689121,-0.00109091,0.0077926014,0.0064134679,-0.0013837754,0.0011623077,0.032331815,-0.010359281,0.0050533423,0.015780642,-0.0014754936,-0.0073928389,0.024277373,-0.0031245982,-0.016940253,0.019000717,-0.0054323347,0.0011446521,0.029298041,-0.010606332,-0.0099478004
hovering,120,20,0.20375301,-0.036657667,-0.030336511,0.0074997719000000004,0.0096168718,0.0025604502,0.032533005,-0.00094341827,-0.00023399548,0.0075601467,-0.002323446,-0.0069800965,0.013935197,-0.0037210949,0.014241308,0.0070316165,-0.0039530973,-0.00092399832,0.014165304,-0.00096897996,-0.011793703,0.0035156396,-0.0024433825,0.0021383001,0.0055819167,-0.00038947164,0.0010873611,0.029119047,-0.010840657,0.0085895784,0.01335231,-0.0020084635,-0.0089072889,0.027013719,-0.0012163136,-0.019119533,0.014994747,-0.0071955428,0.0013688889,0.027450586,-0.010270672,-0.012363783
hovering,130,20,0.18438068,-0.036694177,-0.042599163,0.0073716004,0.0060688963,0.0034728698,0.029200484,-0.0018459706,-0.0028649914,0.0059137345,-0.00047277904,-0.0085449598,0.011670278,-0.0068113517,0.0088629683,0.0068253507,-0.0024534011,-0.0038994797,0.014811392,0.0016204215,-0.011695536,0.0025639092,-0.0010820172,0.0026764699,0.0046891426,0.00084421201,0.00040047594,0.026282756,-0.013420524,0.0084509822,0.01080504,-0.0024757034,-0.0090508668,0.027729225,0.00098561248,-0.018843768,0.010598421,-0.0078752212,0.0013358938,0.025919346,-0.0097763511,-0.012899221
hovering,140,20,0.16053029,-0.021727589,-0.035239087,0.0045113311,0.0073517622,0.003715675,0.026132042,0.0029072216,-0.0010956381,0.004191427,-0.00020610884,-0.0059405806,0.011872086,-0.0061285052,0.0077376914,0.0067523024,-0.002756592,-0.0041441508,0.013737656,0.0028113216,-0.0097401878,0.001651749,0.0015425994,0.0033328327,0.0050086831,0.0017018941,0.00047992362,0.019626536,-0.014526232,0.0054315458,0.0093769453,-0.0028989529,-0.0093544292,0.028560274,0.0021608727,-0.016556235,0.0064236,-0.0069978251,0.00026712008,0.022685653,-0.006689044,-0.0093726543
hovering,150,20,0.14534044,-0.0067342982,-0.030840768,0.0062485259,0.0081272304,0.00047329893,0.025307074,0.0047302641,-0.0011974667,0.0045441235,9.056901E-05,-0.0054335286,0.01085016,-0.0058849196,0.0083560579,0.005412464,-0.0016409634,-0.0049452588,0.013907321,0.0026615932,-0.0078587713,0.0023481275,0.0020864643,0.0040467072,0.0061503779,0.002124733,0.0012344685,0.015245045,-0.012921243,0.00035329832,0.0067095624,-0.0024744875,-0.0078341955,0.026075195,0.0039506538,-0.011863256,0.0027053383,-0.0049594469,0.00023049662,0.019837123,-0.0026247452,-0.006402618
hovering,160,20,0.13470219,0.014607023,-0.014090089,0.0067245214,0.0074656721,0.0010756794,0.027149476,0.010801172,0.0033526161,0.0046800798,0.0025853625,-0.0038018082,0.0098991157,-0.0036076021,0.0065725228,0.0065109924,-0.001829333,-0.0048557666,0.013643368,0.0022335498,-0.0041234205,0.0032021173,0.0031159268,0.0048379852,0.0078861857,0.0027590287,0.00070798558,0.0097378025,-0.0096044488,-0.0023680002,0.0043947965,-0.0013278461,-0.006405941,0.023764642,0.0050769906,-0.00564285,-0.00012807199,-0.0020901303,0.00061984357,0.017237165,-0.00097131939,-0.0040589355
hovering,170,20,0.13168032,0.027163253,-0.0026820968,0.004111651,0.0054558374,0.00098471484,0.033189702,0.013874352,0.0037198138,0.0052527374,0.00018996952,-0.0041470136,0.0098764428,0.0024089234,0.00569032,0.0053176816,-2.9563642E-06,-0.0029783443,0.012898289,0.0020838755,-0.0020818066,0.0037133718,0.0033867993,0.0041132324,0.0093484253,0.0036518199,0.0009389329,0.011140711,-0.0041441641,-0.0031979631,0.0025926607,-0.0013032066,-0.0047625143,0.020017612,-8.4788134E-05,-0.00025855537,-0.0010046404,-0.00070262584,0.00076784168,0.015225677,0.0023494167,-0.0014707552
hovering,180,20,0.14213214,0.047087801,-0.0081247097,0.0017058244,0.0017730961,0.0015586318,0.040910975,0.021161723,0.010355395,0.010009499,0.0044442266,-0.0079244433,0.012059834,0.0055566619,0.0044862121,0.0051863313,0.0014242775,-0.0035252507,0.010481904,8.0881739E-06,-0.0047120764,0.0053916163,0.0043524633,0.0028415376,0.012532973,0.0038807393,-0.002539481,0.0067708474,0.0021203977,-0.0041045158,0.0039378405,0.0026183452,-0.0050411195,0.019920557,-0.0032572917,-0.0012683323,-9.3514781E-06,0.0021189805,-0.00062787264,0.013233287,0.00088609272,0.0023766052
hovering,0,40,0.13697474,0.013900423,-0.045485828,0.019682244,-0.0015072251,-0.016649193,0.024205171,-0.0019381095,0.0036778345,0.0046185482,0.00075518305,-0.0063410738,0.014083671,0.0071413308,0.0024421774,0.0013470924,0.00094298893,-0.0002288745,0.0087583961,0.00063608113,-0.0060838596,0.011556076,0.0011556378,-0.0035356823,0.012069274,-0.0023490422,-0.0034792948,0.0077019601,0.0036128569,-0.0021921913,-0.0015156288,0.00018477498,0.0024168082,0.0070044078,0.00053684537,-0.0026459413,0.008550865,0.0026450895,-0.0040558297,0.018912663,0.0020840109,-0.0088107078
hovering,10,40,0.15159148,0.031739648,-0.048692141,0.018543329,0.0011149525,-0.019716807,0.027565282,-0.0030552551,0.0027812483,0.0052740829,-0.00012632511,-0.0058178733,0.015059211,0.010595064,0.0052186075,0.0055695682,0.0034926678,-0.0024095961,0.010458019,0.0043943045,-0.0047385245,0.012420832,0.00072572303,-0.0039161738,0.012401551,0.00041315335,-0.0035261898,0.0069927676,0.0030677831,-0.0014860427,-0.00032851605,0.0027113772,0.0010517066,0.0086603112,0.0017051572,-0.0046783546,0.0094707075,0.0037422104,-0.0038159085,0.019504337,0.0029588358,-0.0076382332
hovering,20,40,0.16453851,0.041605428,-0.053858457,0.018269885,0.0057209625,-0.020964776,0.030608488,0.0043284397,0.0003890427,0.0068902308,0.0015555123,-0.006252373,0.016083594,0.013378235,0.0081940294,0.0067490754,0.0031139673,-0.0031232609,0.011768727,0.004459065,-0.0056468752,0.011926235,0.00056082312,-0.0025544106,0.012427294,-0.00052043563,-0.0030819827,0.004628722,0.0064968698,0.0014169696,0.0012466547,0.002814516,0.00080825093,0.0087292978,0.0027002392,-0.002599386,0.011343721,-0.00075404741,-0.0075263852,0.02386659,-0.0022487189,-0.0129173
hovering,30,40,0.18374712,0.055382195,-0.046989087,0.018194066,0.010555643,-0.016631279,0.031831762,0.0084766053,-0.001930514,0.0074327033,0.0019581902,-0.003301651,0.017031631,0.015668146,0.012032564,0.0077205337,0.0035201226,-0.0039226304,0.014277281,0.0033971376,-0.006058628,0.01141734,-4.6620797E-05,-0.0013414983,0.012255038,0.00010561201,-0.0015245908,0.0080229267,0.0081243113,0.0024016546,0.0037053881,0.0035952127,0.00043277584,0.010884086,0.0017417675,-0.0045149781,0.013678455,0.0021323031,-0.0059443152,0.027295907,-0.0038462356,-0.016685996
hovering,40,40,0.20135736,0.050171583,-0.046691743,0.017778536,0.0056188986,-0.017374699,0.03316578,0.012012104,-0.00037741514,0.0083741021,0.0022401781,-0.0048679339,0.018688689,0.016317863,0.014119506,0.0091946736,0.003803022,-0.0040127832,0.015781646,0.0025563716,-0.0061658,0.0104617,-0.0019918327,-0.0011510115,0.011808049,-0.00048700755,-0.0039677004,0.012721648,0.0090435263,0.0055467894,0.0049387642,0.0030094566,0.00031182514,0.013664979,0.0011346475,-0.0084140662,0.015103169,0.0033588039,-0.0044969189,0.029675628,-0.0064444484,-0.015841535
